cpu_usage,memory_usage,latency_ms,restart_count,error_rate,deployment_status
0.49210633127618736,1.347294076363632,-0.6975370451238767,0.7970652152917841,-0.05878103178520593,1
-0.1602001786615701,0.8670589554468432,-0.15526722704236928,0.7970652152917841,-1.5273803819780323,0
0.647200686965007,-0.007990412723376937,-0.8173438017558626,-1.1446283664177996,-0.7951071884087867,0
1.546429371951754,-0.7227635549911428,-0.32228602527737643,-1.1446283664177996,0.7244220217855066,1
-0.25870598857996435,0.6380190805393021,-1.942631405651553,0.7970652152917841,-1.094079558818776,0
-0.25868912277784156,0.3297419589185493,0.21037366895974574,-0.1737815755630078,0.29429163578061784,0
1.604145519211067,0.8372765742013156,-0.006354806444565237,-0.1737815755630078,-0.7415789813980941,1
0.7702146560991016,0.5742352951488594,-0.8425522344566843,1.7679120061465758,1.4121778189364322,1
-0.5004487225694473,0.9934287840219819,0.6660825393090362,-0.1737815755630078,-0.6104276267303952,0
0.5392033196524274,-0.6097646989050878,0.9504964235886495,-0.1737815755630078,-1.000945875582257,0
-0.4942267471205601,1.264380814890096,-1.6503180572939908,-1.1446283664177996,-1.170381287482456,0
-0.49660190217306177,0.13158118186009746,-0.7869989642061074,-0.1737815755630078,0.5011220358251427,1
0.230402474096405,2.031049405233728,-0.7935569444078276,-0.1737815755630078,-1.1309856687753008,1
-1.9836548920509471,-0.7655052944009494,-0.9680537419998234,0.7970652152917841,-0.21168555654941867,0
-1.7901522198574256,1.6878117762056704,0.8400361287754466,-0.1737815755630078,3.154118617310114,1
-0.5957946625576891,0.13189597462701977,-0.20565348504824682,-0.1737815755630078,-0.7706184960984988,0
-1.0586332290400784,-0.7272968253743777,-0.2778887740319092,-1.1446283664177996,2.046711858608525,1
0.3046601368092803,-0.5578189552670405,-2.0552911942654277,1.7679120061465758,0.5892073443237109,1
-0.9509660835350799,-0.39238111060700676,0.641733580125228,-0.1737815755630078,-0.11009322665898229,0
-1.4690070982826482,0.36077884062472715,-1.2739585807661769,-1.1446283664177996,-0.6310356621976441,0
1.4874824003369023,0.46059431967232195,0.05365723018062696,1.7679120061465758,0.0012253039681351368,1
-0.250100310666164,-0.6486762172329552,0.2758589659611522,-1.1446283664177996,-1.3768562606616164,0
0.05120824060699278,-0.09295076719666681,1.3828415642885588,-0.1737815755630078,-1.000607080411015,0
